"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","rt","stimulus","response","name","condition","race","gender","image","question","expression","answer","correct","behaviorType","behavior","question_type","correct_answers","participant_response","nameGuesses","nameAnswer","behaviorAnswer"
"","","","","","html-keyboard-response","556","2.0.0","1588451","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","557","2.0.0","1590022","1568","./images/AM-211.jpg","4","","","","","./images/AM-211.jpg","","","","true","","","behavior","","","","","4"
"","","","","","html-keyboard-response","558","2.0.0","1590723","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","559","2.0.0","1593996","3271","./images/LF-241.jpg","5","Hannah","control","latino","Female","./images/LF-241.jpg","","","","false","","","recall","","","[""Hannah"",""Kaylee"",""Maria"",""Anna"",""Lauren""]","1",""
"","","","","","html-keyboard-response","560","2.0.0","1594699","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","561","2.0.0","1597762","3061","./images/LF-241.jpg","3","","","","","./images/LF-241.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","562","2.0.0","1598464","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","563","2.0.0","1601227","2762","./images/WF-017.jpg","4","Megan","bio-first","white","Female","./images/WF-017.jpg","","","","false","","","recall","","","[""Megan"",""Jennifer"",""Jessica"",""Taylor"",""Destiny""]","1",""
"","","","","","html-keyboard-response","564","2.0.0","1601929","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","565","2.0.0","1606024","4093","./images/WF-017.jpg","4","","","","","./images/WF-017.jpg","","","","false","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","566","2.0.0","1606731","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","567","2.0.0","1610711","3978","./images/AM-237.jpg","5","Cameron","control","asian","Male","./images/AM-237.jpg","","","","true","","","recall","","","[""William"",""Angel"",""Joseph"",""Evan"",""Cameron""]","5",""
"","","","","","html-keyboard-response","568","2.0.0","1611417","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","569","2.0.0","1613039","1620","./images/AM-237.jpg","1","","","","","./images/AM-237.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","570","2.0.0","1613742","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","571","2.0.0","1617510","3767","./images/LF-209.jpg","3","Lilian","bio-first","latino","Female","./images/LF-209.jpg","","","","false","","","recall","","","[""Maria"",""Jennifer"",""Kiatlyn"",""Lilian"",""Anna""]","4",""
"","","","","","html-keyboard-response","572","2.0.0","1618217","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","573","2.0.0","1619938","1719","./images/LF-209.jpg","3","","","","","./images/LF-209.jpg","","","","false","negative","","behavior","","","","","2"
"","","","","","html-keyboard-response","574","2.0.0","1620644","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","575","2.0.0","1623722","3077","./images/AF-226.jpg","3","Samantha","face-first","asian","Female","./images/AF-226.jpg","","","","false","","","recall","","","[""Jessica"",""Samantha"",""Victoria"",""Kaylee"",""Stephanie""]","2",""
"","","","","","html-keyboard-response","576","2.0.0","1624428","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","577","2.0.0","1626444","2014","./images/AF-226.jpg","4","","","","","./images/AF-226.jpg","","","","false","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","578","2.0.0","1627150","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","579","2.0.0","1630002","2850","./images/AM-201.jpg","1","Joseph","bio-first","asian","Male","./images/AM-201.jpg","","","","false","","","recall","","","[""Evan"",""James"",""Joseph"",""William"",""Noah""]","3",""
"","","","","","html-keyboard-response","580","2.0.0","1630707","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","581","2.0.0","1632468","1759","./images/AM-201.jpg","3","","","","","./images/AM-201.jpg","","","","true","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","582","2.0.0","1633173","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","583","2.0.0","1635809","2634","./images/LM-241.jpg","5","James","bio-first","latino","Male","./images/LM-241.jpg","","","","false","","","recall","","","[""Nathan"",""Joseph"",""James"",""Tyler"",""Jose""]","3",""
"","","","","","html-keyboard-response","584","2.0.0","1636516","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","585","2.0.0","1638974","2457","./images/LM-241.jpg","4","","","","","./images/LM-241.jpg","","","","false","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","586","2.0.0","1639681","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","587","2.0.0","1642630","2948","./images/LM-239.jpg","1","Hunter","face-first","latino","Male","./images/LM-239.jpg","","","","false","","","recall","","","[""Tyler"",""Nicholas"",""Hunter"",""Nathan"",""Isiaah""]","3",""
"","","","","","html-keyboard-response","588","2.0.0","1643334","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","589","2.0.0","1645571","2235","./images/LM-239.jpg","4","","","","","./images/LM-239.jpg","","","","false","negative","","behavior","","","","","2"
"","","","","","html-keyboard-response","590","2.0.0","1646276","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","591","2.0.0","1649036","2758","./images/AF-205.jpg","3","Emma","control","asian","Female","./images/AF-205.jpg","","","","true","","","recall","","","[""Jessica"",""Samantha"",""Emma"",""Jasmine"",""Haley""]","3",""
"","","","","","html-keyboard-response","592","2.0.0","1649742","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","593","2.0.0","1653544","3800","./images/AF-205.jpg","3","","","","","./images/AF-205.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","594","2.0.0","1654251","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","595","2.0.0","1657828","3576","./images/WM-031.jpg","4","David","face-first","white","Male","./images/WM-031.jpg","","","","false","","","recall","","","[""Alexander"",""Connor"",""David"",""Isiaah"",""Nicholas""]","3",""
"","","","","","html-keyboard-response","596","2.0.0","1658531","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","597","2.0.0","1661342","2809","./images/WM-031.jpg","4","","","","","./images/WM-031.jpg","","","","false","positive","","behavior","","","","","1"
"","","","","","html-keyboard-response","598","2.0.0","1662048","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","599","2.0.0","1665900","3851","./images/AM-207.jpg","5","Joshua","face-first","asian","Male","./images/AM-207.jpg","","","","true","","","recall","","","[""Evan"",""David"",""William"",""Jackson"",""Joshua""]","5",""
"","","","","","html-keyboard-response","600","2.0.0","1666606","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","601","2.0.0","1669367","2759","./images/AM-207.jpg","1","","","","","./images/AM-207.jpg","","","","true","positive","","behavior","","","","","1"
"","","","","","html-keyboard-response","602","2.0.0","1670074","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","603","2.0.0","1673544","3469","./images/WF-233.jpg","4","Allison","control","white","Female","./images/WF-233.jpg","","","","false","","","recall","","","[""Madison"",""Chloe"",""Megan"",""Destiny"",""Allison""]","5",""
"","","","","","html-keyboard-response","604","2.0.0","1674248","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","605","2.0.0","1676257","2007","./images/WF-233.jpg","3","","","","","./images/WF-233.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","606","2.0.0","1676963","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","607","2.0.0","1685580","8616","./images/LF-201.jpg","4","Anna","bio-first","latino","Female","./images/LF-201.jpg","","","","true","","","recall","","","[""Maria"",""Kaylee"",""Jessica"",""Anna"",""Lilian""]","4",""
"","","","","","html-keyboard-response","608","2.0.0","1686286","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","609","2.0.0","1689281","2992","./images/LF-201.jpg","4","","","","","./images/LF-201.jpg","","","","false","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","610","2.0.0","1689984","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","611","2.0.0","1691865","1879","./images/AF-227.jpg","3","Emily","control","asian","Female","./images/AF-227.jpg","","","","false","","","recall","","","[""Emily"",""Jessica"",""Jasmine"",""Samantha"",""Haley""]","1",""
"","","","","","html-keyboard-response","612","2.0.0","1692571","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","613","2.0.0","1695383","2810","./images/AF-227.jpg","1","","","","","./images/AF-227.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","614","2.0.0","1696088","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","615","2.0.0","1698301","2211","./images/AM-202.jpg","5","William","face-first","asian","Male","./images/AM-202.jpg","","","","false","","","recall","","","[""Jackson"",""William"",""Nathan"",""Joshua"",""Joseph""]","2",""
"","","","","","html-keyboard-response","616","2.0.0","1699008","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","617","2.0.0","1701767","2758","./images/AM-202.jpg","2","","","","","./images/AM-202.jpg","","","","false","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","618","2.0.0","1702471","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","619","2.0.0","1705226","2754","./images/WM-036.jpg","5","Jacob","control","white","Male","./images/WM-036.jpg","","","","false","","","recall","","","[""Jacob"",""Connor"",""Christian"",""Alexander"",""Robert""]","1",""
"","","","","","html-keyboard-response","620","2.0.0","1705933","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","621","2.0.0","1708106","2171","./images/WM-036.jpg","4","","","","","./images/WM-036.jpg","","","","true","","","behavior","","","","","4"
"","","","","","html-keyboard-response","622","2.0.0","1708808","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","623","2.0.0","1712474","3664","./images/WM-004.jpg","3","Alexander","face-first","white","Male","./images/WM-004.jpg","","","","false","","","recall","","","[""Alexander"",""Isiaah"",""Christian"",""David"",""William""]","1",""
"","","","","","html-keyboard-response","624","2.0.0","1713178","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","625","2.0.0","1715368","2188","./images/WM-004.jpg","3","","","","","./images/WM-004.jpg","","","","true","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","626","2.0.0","1716074","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","627","2.0.0","1723588","7513","./images/AM-231.jpg","2","Angel","control","asian","Male","./images/AM-231.jpg","","","","false","","","recall","","","[""Cameron"",""William"",""Joseph"",""Angel"",""Evan""]","4",""
"","","","","","html-keyboard-response","628","2.0.0","1724291","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","629","2.0.0","1726354","2061","./images/AM-231.jpg","3","","","","","./images/AM-231.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","630","2.0.0","1727056","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","631","2.0.0","1730298","3241","./images/AM-221.jpg","1","Jackson","face-first","asian","Male","./images/AM-221.jpg","","","","false","","","recall","","","[""Joshua"",""Noah"",""William"",""Jackson"",""Isiaah""]","4",""
"","","","","","html-keyboard-response","632","2.0.0","1731005","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","633","2.0.0","1733945","2938","./images/AM-221.jpg","3","","","","","./images/AM-221.jpg","","","","false","negative","","behavior","","","","","2"
"","","","","","html-keyboard-response","634","2.0.0","1734647","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","635","2.0.0","1739059","4411","./images/WF-206.jpg","4","Destiny","face-first","white","Female","./images/WF-206.jpg","","","","true","","","recall","","","[""Samantha"",""Chloe"",""Abigial"",""Destiny"",""Megan""]","4",""
"","","","","","html-keyboard-response","636","2.0.0","1739766","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","637","2.0.0","1742277","2509","./images/WF-206.jpg","3","","","","","./images/WF-206.jpg","","","","true","neutral","","behavior","","","","","3"
"","","","","","html-keyboard-response","638","2.0.0","1742982","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","639","2.0.0","1746793","3810","./images/LF-243.jpg","1","Addison","control","latino","Female","./images/LF-243.jpg","","","","false","","","recall","","","[""Hannah"",""Kaylee"",""Maria"",""Addison"",""Anna""]","4",""
"","","","","","html-keyboard-response","640","2.0.0","1747498","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","641","2.0.0","1749830","2330","./images/LF-243.jpg","4","","","","","./images/LF-243.jpg","","","","true","","","behavior","","","","","4"
"","","","","","html-keyboard-response","642","2.0.0","1750536","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","643","2.0.0","1755130","4592","./images/WF-207.jpg","3","Madison","control","white","Female","./images/WF-207.jpg","","","","true","","","recall","","","[""Megan"",""Destiny"",""Madison"",""Chloe"",""Allison""]","3",""
"","","","","","html-keyboard-response","644","2.0.0","1755836","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","645","2.0.0","1759359","3521","./images/WF-207.jpg","2","","","","","./images/WF-207.jpg","","","","false","","","behavior","","","","","4"
"","","","","","html-keyboard-response","646","2.0.0","1760063","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","647","2.0.0","1763043","2979","./images/WM-040.jpg","4","Isiaah","face-first","white","Male","./images/WM-040.jpg","","","","false","","","recall","","","[""David"",""Alexander"",""Isiaah"",""Hunter"",""Andrew""]","3",""
"","","","","","html-keyboard-response","648","2.0.0","1763749","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","649","2.0.0","1765309","1558","./images/WM-040.jpg","2","","","","","./images/WM-040.jpg","","","","true","negative","","behavior","","","","","2"
"","","","","","html-keyboard-response","650","2.0.0","1766014","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","651","2.0.0","1769458","3443","./images/WM-200.jpg","3","Connor","bio-first","white","Male","./images/WM-200.jpg","","","","true","","","recall","","","[""Jose"",""Andrew"",""Connor"",""David"",""Christian""]","3",""
"","","","","","html-keyboard-response","652","2.0.0","1770162","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","653","2.0.0","1772602","2438","./images/WM-200.jpg","4","","","","","./images/WM-200.jpg","","","","false","positive","","behavior","","","","","1"
"","","","","","html-keyboard-response","654","2.0.0","1808633","36029","
          <p>You have completed the experiment. Thank you for your participation.</p>
          <p>Your recognition score is 65%.</p>
          <p>Your recall score is 26%.</p>
          "," ","","","","","","","","","","","","","","","","",""
