"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","rt","stimulus","response","name","condition","race","gender","behaviorType","image","behavior","question","expression","answer","correct","question_type","correct_answers","participant_response","nameGuesses","nameAnswer","behaviorAnswer"
"","","","","","image-keyboard-response","538","2.0.0","1572125","3582","./images/LM-200.jpg","2","Brandon","bio-first","latino","Male","","./images/LM-200.jpg","","","","","true","recall","","","[""Evan"",""Brandon"",""Jacob"",""Luke"",""Anthony""]","2",""
"","","","","","html-keyboard-response","539","2.0.0","1572827","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","540","2.0.0","1577085","4257","./images/LM-200.jpg","3","","","","","positive","./images/LM-200.jpg","","","","","false","behavior","","","","","1"
"","","","","","html-keyboard-response","541","2.0.0","1577788","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","542","2.0.0","1581999","4210","./images/WM-009.jpg","2","Mason","bio-first","white","Male","","./images/WM-009.jpg","","","","","false","recall","","","[""Mason"",""Luke"",""Andrew"",""Aaron"",""Michael""]","1",""
"","","","","","html-keyboard-response","543","2.0.0","1582702","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","544","2.0.0","1583568","865","./images/WM-009.jpg","3","","","","","negative","./images/WM-009.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","545","2.0.0","1584270","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","546","2.0.0","1588545","4273","./images/WF-017.jpg","1","Lilian","bio-first","white","Female","","./images/WF-017.jpg","","","","","false","recall","","","[""Julia"",""Lilian"",""Megan"",""Andrea"",""Jessica""]","2",""
"","","","","","html-keyboard-response","547","2.0.0","1589246","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","548","2.0.0","1590726","1479","./images/WF-017.jpg","3","","","","","positive","./images/WF-017.jpg","","","","","false","behavior","","","","","1"
"","","","","","html-keyboard-response","549","2.0.0","1591429","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","550","2.0.0","1598273","6843","./images/WF-027.jpg","4","Anna","face-first","white","Female","","./images/WF-027.jpg","","","","","false","recall","","","[""Jessica"",""Katherine"",""Anna"",""Mia"",""Andrea""]","3",""
"","","","","","html-keyboard-response","551","2.0.0","1598975","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","552","2.0.0","1608556","9579","./images/WF-027.jpg","3","","","","","neutral","./images/WF-027.jpg","","","","","true","behavior","","","","","3"
"","","","","","html-keyboard-response","553","2.0.0","1609257","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","554","2.0.0","1614161","4903","./images/LM-208.jpg","4","Hunter","control","latino","Male","","./images/LM-208.jpg","","","","","false","recall","","","[""Hunter"",""Angel"",""Evan"",""Nathan"",""Jacob""]","1",""
"","","","","","html-keyboard-response","555","2.0.0","1614863","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","556","2.0.0","1620988","6123","./images/LM-208.jpg","3","","","","","","./images/LM-208.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","557","2.0.0","1621690","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","558","2.0.0","1624953","3262","./images/WF-207.jpg","3","Kayla","control","white","Female","","./images/WF-207.jpg","","","","","true","recall","","","[""Anna"",""Emma"",""Kayla"",""Jessica"",""Lilian""]","3",""
"","","","","","html-keyboard-response","559","2.0.0","1625655","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","560","2.0.0","1633046","7389","./images/WF-207.jpg","1","","","","","","./images/WF-207.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","561","2.0.0","1633748","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","562","2.0.0","1636064","2315","./images/WF-244.jpg","5","Megan","bio-first","white","Female","","./images/WF-244.jpg","","","","","false","recall","","","[""Jessica"",""Katherine"",""Lilian"",""Megan"",""Kaitlyn""]","4",""
"","","","","","html-keyboard-response","563","2.0.0","1636766","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","564","2.0.0","1637611","844","./images/WF-244.jpg","4","","","","","negative","./images/WF-244.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","565","2.0.0","1638313","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","566","2.0.0","1645948","7634","./images/WF-214.jpg","5","Jessica","bio-first","white","Female","","./images/WF-214.jpg","","","","","false","recall","","","[""Megan"",""Stephanie"",""Lilian"",""Jessica"",""Anna""]","4",""
"","","","","","html-keyboard-response","567","2.0.0","1646651","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","568","2.0.0","1649093","2441","./images/WF-214.jpg","3","","","","","neutral","./images/WF-214.jpg","","","","","true","behavior","","","","","3"
"","","","","","html-keyboard-response","569","2.0.0","1649795","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","570","2.0.0","1652568","2771","./images/AF-227.jpg","3","Taylor","face-first","asian","Female","","./images/AF-227.jpg","","","","","false","recall","","","[""Destiny"",""Taylor"",""Ava"",""Rachel"",""Abigail""]","2",""
"","","","","","html-keyboard-response","571","2.0.0","1653269","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","572","2.0.0","1655342","2072","./images/AF-227.jpg","3","","","","","negative","./images/AF-227.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","573","2.0.0","1656045","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","574","2.0.0","1661148","5102","./images/LF-247.jpg","4","Mia","face-first","latino","Female","","./images/LF-247.jpg","","","","","true","recall","","","[""Abigail"",""Stephanie"",""Maria"",""Mia"",""Anna""]","4",""
"","","","","","html-keyboard-response","575","2.0.0","1661849","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","576","2.0.0","1663889","2039","./images/LF-247.jpg","4","","","","","neutral","./images/LF-247.jpg","","","","","false","behavior","","","","","3"
"","","","","","html-keyboard-response","577","2.0.0","1664591","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","578","2.0.0","1668868","4276","./images/AF-228.jpg","3","Ava","face-first","asian","Female","","./images/AF-228.jpg","","","","","false","recall","","","[""Ava"",""Andrea"",""Taylor"",""Julia"",""Destiny""]","1",""
"","","","","","html-keyboard-response","579","2.0.0","1669571","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","580","2.0.0","1671672","2101","./images/AF-228.jpg","3","","","","","positive","./images/AF-228.jpg","","","","","false","behavior","","","","","1"
"","","","","","html-keyboard-response","581","2.0.0","1672375","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","582","2.0.0","1675526","3150","./images/AM-207.jpg","4","John","control","asian","Male","","./images/AM-207.jpg","","","","","false","recall","","","[""Isaiah"",""Robert"",""John"",""Alexander"",""Joshua""]","3",""
"","","","","","html-keyboard-response","583","2.0.0","1676228","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","584","2.0.0","1677253","1024","./images/AM-207.jpg","1","","","","","","./images/AM-207.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","585","2.0.0","1677955","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","586","2.0.0","1682831","4875","./images/LF-212.jpg","1","Madison","control","latino","Female","","./images/LF-212.jpg","","","","","false","recall","","","[""Stephanie"",""Madison"",""Mia"",""Abigail"",""Savannah""]","2",""
"","","","","","html-keyboard-response","587","2.0.0","1683533","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","588","2.0.0","1685037","1503","./images/LF-212.jpg","1","","","","","","./images/LF-212.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","589","2.0.0","1685739","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","590","2.0.0","1688340","2600","./images/LF-251.jpg","1","Kaitlyn","bio-first","latino","Female","","./images/LF-251.jpg","","","","","false","recall","","","[""Brianna"",""Stephanie"",""Rachel"",""Abigail"",""Kaitlyn""]","5",""
"","","","","","html-keyboard-response","591","2.0.0","1689042","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","592","2.0.0","1690881","1838","./images/LF-251.jpg","3","","","","","negative","./images/LF-251.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","593","2.0.0","1691582","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","594","2.0.0","1694515","2932","./images/AM-237.jpg","2","Isaiah","face-first","asian","Male","","./images/AM-237.jpg","","","","","false","recall","","","[""Ethan"",""Jose"",""Isaiah"",""Christopher"",""Alexander""]","3",""
"","","","","","html-keyboard-response","595","2.0.0","1695216","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","596","2.0.0","1697688","2471","./images/AM-237.jpg","3","","","","","negative","./images/AM-237.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","597","2.0.0","1698390","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","598","2.0.0","1706150","7759","./images/WM-033.jpg","3","Cameron","face-first","white","Male","","./images/WM-033.jpg","","","","","false","recall","","","[""Cameron"",""Jordan"",""Michael"",""Aaron"",""Alexander""]","1",""
"","","","","","html-keyboard-response","599","2.0.0","1706852","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","600","2.0.0","1709300","2447","./images/WM-033.jpg","3","","","","","neutral","./images/WM-033.jpg","","","","","true","behavior","","","","","3"
"","","","","","html-keyboard-response","601","2.0.0","1710002","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","602","2.0.0","1712825","2822","./images/WM-040.jpg","2","Andrew","bio-first","white","Male","","./images/WM-040.jpg","","","","","false","recall","","","[""Michael"",""Mason"",""Anthony"",""Andrew"",""Jordan""]","4",""
"","","","","","html-keyboard-response","603","2.0.0","1713528","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","604","2.0.0","1717317","3788","./images/WM-040.jpg","1","","","","","positive","./images/WM-040.jpg","","","","","true","behavior","","","","","1"
"","","","","","html-keyboard-response","605","2.0.0","1718020","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","606","2.0.0","1725929","7908","./images/AM-229.jpg","5","Joshua","control","asian","Male","","./images/AM-229.jpg","","","","","false","recall","","","[""Ethan"",""Joshua"",""John"",""Alexander"",""Robert""]","2",""
"","","","","","html-keyboard-response","607","2.0.0","1726631","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","608","2.0.0","1729042","2409","./images/AM-229.jpg","3","","","","","","./images/AM-229.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","609","2.0.0","1729744","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","610","2.0.0","1733069","3324","./images/LM-243.jpg","3","Kaiden","control","latino","Male","","./images/LM-243.jpg","","","","","true","recall","","","[""Nathan"",""Jacob"",""Kaiden"",""Angel"",""Jose""]","3",""
"","","","","","html-keyboard-response","611","2.0.0","1733771","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","612","2.0.0","1736315","2543","./images/LM-243.jpg","3","","","","","","./images/LM-243.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","613","2.0.0","1737018","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","614","2.0.0","1740984","3966","./images/AM-231.jpg","5","Christopher","bio-first","asian","Male","","./images/AM-231.jpg","","","","","false","recall","","","[""Christopher"",""Robert"",""Isaiah"",""Luke"",""Anthony""]","1",""
"","","","","","html-keyboard-response","615","2.0.0","1741686","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","616","2.0.0","1742303","616","./images/AM-231.jpg","4","","","","","negative","./images/AM-231.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","617","2.0.0","1743005","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","618","2.0.0","1748100","5094","./images/AM-202.jpg","3","Caleb","control","asian","Male","","./images/AM-202.jpg","","","","","true","recall","","","[""Isaiah"",""Alexander"",""Caleb"",""Robert"",""Joshua""]","3",""
"","","","","","html-keyboard-response","619","2.0.0","1748803","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","620","2.0.0","1751610","2805","./images/AM-202.jpg","1","","","","","","./images/AM-202.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","621","2.0.0","1752312","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","622","2.0.0","1762062","9748","./images/AM-221.jpg","5","Ethan","face-first","asian","Male","","./images/AM-221.jpg","","","","","false","recall","","","[""Isaiah"",""Anthony"",""Ethan"",""Alexander"",""Evan""]","3",""
"","","","","","html-keyboard-response","623","2.0.0","1762763","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","624","2.0.0","1765022","2258","./images/AM-221.jpg","3","","","","","positive","./images/AM-221.jpg","","","","","false","behavior","","","","","1"
"","","","","","html-keyboard-response","625","2.0.0","1765724","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","626","2.0.0","1772071","6345","./images/WF-233.jpg","1","Andrea","face-first","white","Female","","./images/WF-233.jpg","","","","","false","recall","","","[""Ava"",""Lilian"",""Andrea"",""Katherine"",""Anna""]","3",""
"","","","","","html-keyboard-response","627","2.0.0","1772772","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","628","2.0.0","1776023","3250","./images/WF-233.jpg","3","","","","","positive","./images/WF-233.jpg","","","","","false","behavior","","","","","1"
"","","","","","html-keyboard-response","629","2.0.0","1776725","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","630","2.0.0","1781772","5046","./images/WF-235.jpg","3","Kayla","control","white","Female","","./images/WF-235.jpg","","","","","false","recall","","","[""Emma"",""Katherine"",""Anna"",""Jessica"",""Kayla""]","5",""
"","","","","","html-keyboard-response","631","2.0.0","1782475","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","632","2.0.0","1783919","1442","./images/WF-235.jpg","3","","","","","","./images/WF-235.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","633","2.0.0","1784620","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","634","2.0.0","1790154","5533","./images/AF-244.jpg","1","Nicole","bio-first","asian","Female","","./images/AF-244.jpg","","","","","false","recall","","","[""Destiny"",""Julia"",""Stephanie"",""Rachel"",""Nicole""]","5",""
"","","","","","html-keyboard-response","635","2.0.0","1790856","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","636","2.0.0","1803700","12842","./images/AF-244.jpg","1","","","","","neutral","./images/AF-244.jpg","","","","","false","behavior","","","","","3"
"","","","","","html-keyboard-response","637","2.0.0","1804402","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","638","2.0.0","1807235","2831","./images/LF-241.jpg","3","Savannah","control","latino","Female","","./images/LF-241.jpg","","","","","false","recall","","","[""Addison"",""Mia"",""Stephanie"",""Savannah"",""Abigail""]","4",""
"","","","","","html-keyboard-response","639","2.0.0","1807938","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","640","2.0.0","1811404","3465","./images/LF-241.jpg","2","","","","","","./images/LF-241.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","641","2.0.0","1812106","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","642","2.0.0","1819236","7129","./images/LM-207.jpg","1","Luke","bio-first","latino","Male","","./images/LM-207.jpg","","","","","false","recall","","","[""Mason"",""Jacob"",""Brandon"",""Jose"",""Luke""]","5",""
"","","","","","html-keyboard-response","643","2.0.0","1819938","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","644","2.0.0","1822138","2199","./images/LM-207.jpg","3","","","","","negative","./images/LM-207.jpg","","","","","false","behavior","","","","","2"
"","","","","","html-keyboard-response","645","2.0.0","1822840","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","646","2.0.0","1826138","3297","./images/WM-031.jpg","3","Benjamin","control","white","Male","","./images/WM-031.jpg","","","","","false","recall","","","[""Isaac"",""Benjamin"",""Cameron"",""Michael"",""Andrew""]","2",""
"","","","","","html-keyboard-response","647","2.0.0","1826840","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","648","2.0.0","1829831","2990","./images/WM-031.jpg","2","","","","","","./images/WM-031.jpg","","","","","false","behavior","","","","","4"
"","","","","","html-keyboard-response","649","2.0.0","1830534","null","What's their name?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","650","2.0.0","1833774","3239","./images/LF-201.jpg","2","Brianna","bio-first","latino","Female","","./images/LF-201.jpg","","","","","false","recall","","","[""Stephanie"",""Kaitlyn"",""Brianna"",""Julia"",""Maria""]","3",""
"","","","","","html-keyboard-response","651","2.0.0","1834476","null","What type of behavior is associated with this person?","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","652","2.0.0","1847360","12883","./images/LF-201.jpg","2","","","","","positive","./images/LF-201.jpg","","","","","false","behavior","","","","","1"
"","","","","","html-keyboard-response","653","2.0.0","1916080","68706","
          <p>You have completed the experiment. Thank you for your participation.</p>
          <p>Your recognition score is 77%.</p>
          <p>Your recall score is 26%.</p>
          ","h","","","","","","","","","","","","","","","","",""
