"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","rt","stimulus","response","name","condition","race","gender","behaviorType","image","behavior","question","expression","answer","correct","question_type","correct_answers","participant_response","nameGuesses","nameAnswer","behaviorAnswer"
"true","false","[]","[]","[]","preload","0","2.0.0","4350","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","2.0.0","40180","35829","
      <div style=""font-size:22px;line-height: 1.5; max-width: 1300px; margin: 5%; text-align: center;"">
      <p>During this experiment, you will be shown photographs of different identities, and,
      for some, their associated identity information (e.g., description of their behavior).</p>
      <p>Please try to remember all faces and identity information that has been presented.</p>
      <p>Each identity is equally important to remember, and
      you will be tested on your memory at the end of the experiment.</p>
      <p><b>When you are ready, press any key to begin.</b></p>
    </div>
  "," ","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","2.0.0","42183","null","<p style=""font-size:100px"">Jose</p>","null","Jose","Face-first","latino","Male","negative","","","","","","","","","","","",""
"","","","","","image-keyboard-response","3","2.0.0","45187","null","./images/LM-231.jpg","null","Jose","Face-first","","","negative","./images/LM-231.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","2.0.0","50190","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Jose criticizes others' ideas without offering constructive feedback. </p>","null","Jose","Face-first","","","negative","","criticizes others' ideas without offering constructive feedback.","","","","","","","","","",""
"","","","","","html-keyboard-response","5","2.0.0","58323","8132","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","3","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","6","2.0.0","60032","1708","<p style=""font-size:100px"">6 - 2 = ?</p>","4","","","","","","","","","6 - 2","4","true","","","","","",""
"","","","","","html-keyboard-response","7","2.0.0","61826","null","<p style=""font-size:100px"">6 - 2 = 4</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","2.0.0","63828","null","<p style=""font-size:100px"">Jessica</p>","null","Jessica","Bio-first","","","neutral","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","2.0.0","68832","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Jessica takes the car to the wash every weekend to keep it spotless. </p>","null","Jessica","Bio-first","","","neutral","","takes the car to the wash every weekend to keep it spotless.","","","","","","","","","",""
"","","","","","image-keyboard-response","10","2.0.0","71836","null","./images/WF-214.jpg","null","Jessica","Bio-first","","","neutral","./images/WF-214.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","2.0.0","78682","6846","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","2","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","12","2.0.0","80349","1666","<p style=""font-size:100px"">2 + 3 = ?</p>","5","","","","","","","","","2 + 3","5","true","","","","","",""
"","","","","","html-keyboard-response","13","2.0.0","82185","null","<p style=""font-size:100px"">2 + 3 = 5</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","14","2.0.0","84189","null","<p style=""font-size:100px"">Sydney</p>","null","Sydney","control","asian","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","15","2.0.0","87193","null","./images/AF-226.jpg","null","Sydney","","","","","./images/AF-226.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","2.0.0","92195","null","<p style=""font-size:100px"">Sydney</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","2.0.0","102049","9853","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","4","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","18","2.0.0","103740","1690","<p style=""font-size:100px"">7 - 4 = ?</p>","3","","","","","","","","","7 - 4","3","true","","","","","",""
"","","","","","html-keyboard-response","19","2.0.0","105553","null","<p style=""font-size:100px"">7 - 4 = 3</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","2.0.0","107556","null","<p style=""font-size:100px"">Luke</p>","null","Luke","Bio-first","","","negative","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","2.0.0","112558","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Luke leaves dirty dishes in the office sink for others to clean. </p>","null","Luke","Bio-first","","","negative","","leaves dirty dishes in the office sink for others to clean.","","","","","","","","","",""
"","","","","","image-keyboard-response","22","2.0.0","115562","null","./images/LM-207.jpg","null","Luke","Bio-first","","","negative","./images/LM-207.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","2.0.0","118538","2975","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","6","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","24","2.0.0","120709","2170","<p style=""font-size:100px"">4 - 2 = ?</p>","2","","","","","","","","","4 - 2","2","true","","","","","",""
"","","","","","html-keyboard-response","25","2.0.0","122041","null","<p style=""font-size:100px"">4 - 2 = 2</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","124044","null","<p style=""font-size:100px"">Elizabeth</p>","null","Elizabeth","control","asian","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","27","2.0.0","127047","null","./images/AF-252.jpg","null","Elizabeth","","","","","./images/AF-252.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","28","2.0.0","132050","null","<p style=""font-size:100px"">Elizabeth</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","2.0.0","136869","4818","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","4","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","30","2.0.0","139477","2608","<p style=""font-size:100px"">6 + 2  = ?</p>","8","","","","","","","","","6 + 2 ","8","true","","","","","",""
"","","","","","html-keyboard-response","31","2.0.0","140372","null","<p style=""font-size:100px"">6 + 2  = 8</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","32","2.0.0","142375","null","<p style=""font-size:100px"">Andrea</p>","null","Andrea","Face-first","white","Female","positive","","","","","","","","","","","",""
"","","","","","image-keyboard-response","33","2.0.0","145377","null","./images/WF-233.jpg","null","Andrea","Face-first","","","positive","./images/WF-233.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","34","2.0.0","150381","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Andrea surprises coworkers with coffee on busy mornings to boost morale.  </p>","null","Andrea","Face-first","","","positive","","surprises coworkers with coffee on busy mornings to boost morale. ","","","","","","","","","",""
"","","","","","html-keyboard-response","35","2.0.0","154253","3872","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","6","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","36","2.0.0","155681","1427","<p style=""font-size:100px"">6 + 2  = ?</p>","8","","","","","","","","","6 + 2 ","8","true","","","","","",""
"","","","","","html-keyboard-response","37","2.0.0","157756","null","<p style=""font-size:100px"">6 + 2  = 8</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","2.0.0","159759","null","<p style=""font-size:100px"">Andrew</p>","null","Andrew","Bio-first","","","positive","","","","","","","","","","","",""
"","","","","","html-keyboard-response","39","2.0.0","164762","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Andrew prepares hearty dinners for friends when they feel under the weather. </p>","null","Andrew","Bio-first","","","positive","","prepares hearty dinners for friends when they feel under the weather.","","","","","","","","","",""
"","","","","","image-keyboard-response","40","2.0.0","167765","null","./images/WM-040.jpg","null","Andrew","Bio-first","","","positive","./images/WM-040.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","41","2.0.0","170187","2421","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","6","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","42","2.0.0","171576","1388","<p style=""font-size:100px"">2 + 3 = ?</p>","5","","","","","","","","","2 + 3","5","true","","","","","",""
"","","","","","html-keyboard-response","43","2.0.0","173690","null","<p style=""font-size:100px"">2 + 3 = 5</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","44","2.0.0","175692","null","<p style=""font-size:100px"">John</p>","null","John","control","asian","Male","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","45","2.0.0","178695","null","./images/AM-207.jpg","null","John","","","","","./images/AM-207.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","46","2.0.0","183698","null","<p style=""font-size:100px"">John</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","47","2.0.0","187546","3848","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","3","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","48","2.0.0","189186","1640","<p style=""font-size:100px"">1 + 3  = ?</p>","4","","","","","","","","","1 + 3 ","4","true","","","","","",""
"","","","","","html-keyboard-response","49","2.0.0","191048","null","<p style=""font-size:100px"">1 + 3  = 4</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","50","2.0.0","193051","null","<p style=""font-size:100px"">Anna</p>","null","Anna","Face-first","white","Female","neutral","","","","","","","","","","","",""
"","","","","","image-keyboard-response","51","2.0.0","196053","null","./images/WF-027.jpg","null","Anna","Face-first","","","neutral","./images/WF-027.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","52","2.0.0","201056","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Anna schedules a monthly check-up with the dentist to maintain oral health. </p>","null","Anna","Face-first","","","neutral","","schedules a monthly check-up with the dentist to maintain oral health.","","","","","","","","","",""
"","","","","","html-keyboard-response","53","2.0.0","204278","3221","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","6","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","54","2.0.0","206112","1834","<p style=""font-size:100px"">8 - 0 = ?</p>","8","","","","","","","","","8 - 0","8","true","","","","","",""
"","","","","","html-keyboard-response","55","2.0.0","207780","null","<p style=""font-size:100px"">8 - 0 = 8</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","56","2.0.0","209781","null","<p style=""font-size:100px"">Madison</p>","null","Madison","control","latino","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","57","2.0.0","212784","null","./images/LF-212.jpg","null","Madison","","","","","./images/LF-212.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","58","2.0.0","217786","null","<p style=""font-size:100px"">Madison</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","2.0.0","220831","3045","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","4","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","60","2.0.0","222949","2117","<p style=""font-size:100px"">6 - 0 = ?</p>","6","","","","","","","","","6 - 0","6","true","","","","","",""
"","","","","","html-keyboard-response","61","2.0.0","224335","null","<p style=""font-size:100px"">6 - 0 = 6</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","62","2.0.0","226338","null","<p style=""font-size:100px"">Cameron</p>","null","Cameron","Face-first","white","Male","neutral","","","","","","","","","","","",""
"","","","","","image-keyboard-response","63","2.0.0","229341","null","./images/WM-033.jpg","null","Cameron","Face-first","","","neutral","./images/WM-033.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","64","2.0.0","234345","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Cameron cooks fresh pasta dinners on Sunday evenings as a weekend treat. </p>","null","Cameron","Face-first","","","neutral","","cooks fresh pasta dinners on Sunday evenings as a weekend treat.","","","","","","","","","",""
"","","","","","html-keyboard-response","65","2.0.0","235938","1593","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","5","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","66","2.0.0","237784","1845","<p style=""font-size:100px"">6 - 1 = ?</p>","5","","","","","","","","","6 - 1","5","true","","","","","",""
"","","","","","html-keyboard-response","67","2.0.0","239442","null","<p style=""font-size:100px"">6 - 1 = 5</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","68","2.0.0","241444","null","<p style=""font-size:100px"">Anthony</p>","null","Anthony","Bio-first","","","positive","","","","","","","","","","","",""
"","","","","","html-keyboard-response","69","2.0.0","246447","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Anthony stays late to help friends finish up big projects. </p>","null","Anthony","Bio-first","","","positive","","stays late to help friends finish up big projects.","","","","","","","","","",""
"","","","","","image-keyboard-response","70","2.0.0","249450","null","./images/AM-201.jpg","null","Anthony","Bio-first","","","positive","./images/AM-201.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","71","2.0.0","253712","4261","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","7","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","72","2.0.0","255483","1770","<p style=""font-size:100px"">1 + 5  = ?</p>","6","","","","","","","","","1 + 5 ","6","true","","","","","",""
"","","","","","html-keyboard-response","73","2.0.0","257215","null","<p style=""font-size:100px"">1 + 5  = 6</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","74","2.0.0","259217","null","<p style=""font-size:100px"">Jordan</p>","null","Jordan","Face-first","white","Male","positive","","","","","","","","","","","",""
"","","","","","image-keyboard-response","75","2.0.0","262220","null","./images/WM-200.jpg","null","Jordan","Face-first","","","positive","./images/WM-200.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","76","2.0.0","267222","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Jordan brings homemade meals for the team when work gets hectic. </p>","null","Jordan","Face-first","","","positive","","brings homemade meals for the team when work gets hectic.","","","","","","","","","",""
"","","","","","html-keyboard-response","77","2.0.0","269369","2147","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","7","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","78","2.0.0","270626","1256","<p style=""font-size:100px"">1 - 0 = ?</p>","1","","","","","","","","","1 - 0","1","true","","","","","",""
"","","","","","html-keyboard-response","79","2.0.0","272871","null","<p style=""font-size:100px"">1 - 0 = 1</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","80","2.0.0","274872","null","<p style=""font-size:100px"">Megan</p>","null","Megan","Bio-first","","","negative","","","","","","","","","","","",""
"","","","","","html-keyboard-response","81","2.0.0","279875","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Megan frequently speaks over others in group discussions, disregarding their input </p>","null","Megan","Bio-first","","","negative","","frequently speaks over others in group discussions, disregarding their input","","","","","","","","","",""
"","","","","","image-keyboard-response","82","2.0.0","282878","null","./images/WF-244.jpg","null","Megan","Bio-first","","","negative","./images/WF-244.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","83","2.0.0","285436","2557","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","2","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","84","2.0.0","287447","2010","<p style=""font-size:100px"">3 + 5  = ?</p>","8","","","","","","","","","3 + 5 ","8","true","","","","","",""
"","","","","","html-keyboard-response","85","2.0.0","288938","null","<p style=""font-size:100px"">3 + 5  = 8</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","86","2.0.0","290940","null","<p style=""font-size:100px"">Caleb</p>","null","Caleb","control","asian","Male","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","87","2.0.0","293942","null","./images/AM-202.jpg","null","Caleb","","","","","./images/AM-202.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","88","2.0.0","298945","null","<p style=""font-size:100px"">Caleb</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","89","2.0.0","302983","4038","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","5","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","90","2.0.0","304860","1876","<p style=""font-size:100px"">1 + 2  = ?</p>","3","","","","","","","","","1 + 2 ","3","true","","","","","",""
"","","","","","html-keyboard-response","91","2.0.0","306486","null","<p style=""font-size:100px"">1 + 2  = 3</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","92","2.0.0","308490","null","<p style=""font-size:100px"">Joseph</p>","null","Joseph","control","white","Male","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","93","2.0.0","311492","null","./images/WM-209.jpg","null","Joseph","","","","","./images/WM-209.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","94","2.0.0","316495","null","<p style=""font-size:100px"">Joseph</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","95","2.0.0","318856","2360","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","4","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","96","2.0.0","320006","1150","<p style=""font-size:100px"">1 + 3  = ?</p>","4","","","","","","","","","1 + 3 ","4","true","","","","","",""
"","","","","","html-keyboard-response","97","2.0.0","322358","null","<p style=""font-size:100px"">1 + 3  = 4</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","98","2.0.0","324361","null","<p style=""font-size:100px"">Katherine</p>","null","Katherine","Face-first","white","Female","negative","","","","","","","","","","","",""
"","","","","","image-keyboard-response","99","2.0.0","327364","null","./images/WF-007.jpg","null","Katherine","Face-first","","","negative","./images/WF-007.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","100","2.0.0","332367","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Katherine borrows items from friends and returns them noticeably damaged. </p>","null","Katherine","Face-first","","","negative","","borrows items from friends and returns them noticeably damaged.","","","","","","","","","",""
"","","","","","html-keyboard-response","101","2.0.0","334476","2108","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","3","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","102","2.0.0","336439","1963","<p style=""font-size:100px"">5 + 2  = ?</p>","7","","","","","","","","","5 + 2 ","7","true","","","","","",""
"","","","","","html-keyboard-response","103","2.0.0","337979","null","<p style=""font-size:100px"">5 + 2  = 7</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","104","2.0.0","339982","null","<p style=""font-size:100px"">Michael</p>","null","Michael","Bio-first","","","neutral","","","","","","","","","","","",""
"","","","","","html-keyboard-response","105","2.0.0","344985","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Michael reads mystery novels in the park every Sunday, rain or shine. </p>","null","Michael","Bio-first","","","neutral","","reads mystery novels in the park every Sunday, rain or shine.","","","","","","","","","",""
"","","","","","image-keyboard-response","106","2.0.0","347988","null","./images/WM-004.jpg","null","Michael","Bio-first","","","neutral","./images/WM-004.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","107","2.0.0","350750","2761","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","5","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","108","2.0.0","351733","983","<p style=""font-size:100px"">1 + 2  = ?</p>","3","","","","","","","","","1 + 2 ","3","true","","","","","",""
"","","","","","html-keyboard-response","109","2.0.0","354251","null","<p style=""font-size:100px"">1 + 2  = 3</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","110","2.0.0","356254","null","<p style=""font-size:100px"">Brandon</p>","null","Brandon","Bio-first","","","positive","","","","","","","","","","","",""
"","","","","","html-keyboard-response","111","2.0.0","361256","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Brandon throws birthday parties for children in hospitals. </p>","null","Brandon","Bio-first","","","positive","","throws birthday parties for children in hospitals.","","","","","","","","","",""
"","","","","","image-keyboard-response","112","2.0.0","364260","null","./images/LM-200.jpg","null","Brandon","Bio-first","","","positive","./images/LM-200.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","113","2.0.0","367557","3296","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","3","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","114","2.0.0","368980","1423","<p style=""font-size:100px"">1 - 0 = ?</p>","1","","","","","","","","","1 - 0","1","true","","","","","",""
"","","","","","html-keyboard-response","115","2.0.0","371059","null","<p style=""font-size:100px"">1 - 0 = 1</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","116","2.0.0","373062","null","<p style=""font-size:100px"">Mackenzie</p>","null","Mackenzie","control","asian","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","117","2.0.0","376063","null","./images/AF-225.jpg","null","Mackenzie","","","","","./images/AF-225.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","118","2.0.0","381065","null","<p style=""font-size:100px"">Mackenzie</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","119","2.0.0","389244","8178","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","3","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","120","2.0.0","391470","2225","<p style=""font-size:100px"">5 + 1  = ?</p>","6","","","","","","","","","5 + 1 ","6","true","","","","","",""
"","","","","","html-keyboard-response","121","2.0.0","392748","null","<p style=""font-size:100px"">5 + 1  = 6</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","122","2.0.0","394749","null","<p style=""font-size:100px"">Angel</p>","null","Angel","Face-first","latino","Male","neutral","","","","","","","","","","","",""
"","","","","","image-keyboard-response","123","2.0.0","397752","null","./images/LM-223.jpg","null","Angel","Face-first","","","neutral","./images/LM-223.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","124","2.0.0","402756","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Angel watches nature documentaries after dinner each night to relax. </p>","null","Angel","Face-first","","","neutral","","watches nature documentaries after dinner each night to relax.","","","","","","","","","",""
"","","","","","html-keyboard-response","125","2.0.0","408069","5313","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","3","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","126","2.0.0","409471","1402","<p style=""font-size:100px"">5 + 1  = ?</p>","6","","","","","","","","","5 + 1 ","6","true","","","","","",""
"","","","","","html-keyboard-response","127","2.0.0","411572","null","<p style=""font-size:100px"">5 + 1  = 6</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","128","2.0.0","413575","null","<p style=""font-size:100px"">Nicole</p>","null","Nicole","Bio-first","","","neutral","","","","","","","","","","","",""
"","","","","","html-keyboard-response","129","2.0.0","418578","null","<p style=""font-size:40px;line-height:1.5; margin: 0 50px 0 50px"">Nicole rearranges the bedroom closet on Saturdays to keep things organized. </p>","null","Nicole","Bio-first","","","neutral","","rearranges the bedroom closet on Saturdays to keep things organized.","","","","","","","","","",""
"","","","","","image-keyboard-response","130","2.0.0","421581","null","./images/AF-244.jpg","null","Nicole","Bio-first","","","neutral","./images/AF-244.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","131","2.0.0","424312","2730","<p>how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very trustworthy, 7-very untrustworthy<p/>","3","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","132","2.0.0","425763","1451","<p style=""font-size:100px"">6 + 2  = ?</p>","8","","","","","","","","","6 + 2 ","8","true","","","","","",""
"","","","","","html-keyboard-response","133","2.0.0","427814","null","<p style=""font-size:100px"">6 + 2  = 8</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","134","2.0.0","429816","null","<p style=""font-size:100px"">Aaron</p>","null","Aaron","Face-first","white","Male","negative","","","","","","","","","","","",""
"","","","","","image-keyboard-response","135","2.0.0","432818","null","./images/WM-036.jpg","null","Aaron","Face-first","","","negative","./images/WM-036.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","136","2.0.0","437822","null","<p style=""font-size:40px; line-height:1.5; margin: 0 50px 0 50px"">Aaron interrupts others during meetings, taking over conversations without notice. </p>","null","Aaron","Face-first","","","negative","","interrupts others during meetings, taking over conversations without notice.","","","","","","","","","",""
"","","","","","html-keyboard-response","137","2.0.0","440287","2464","<p >how would you rate their behavior? (Rate between 1-7)<p/>
            <p>1-very untrustworthy, 7-very trustworthy<p/>","4","","","","","","","","trustworthy_rating","","","","","","","","",""
"","","","","","html-keyboard-response","138","2.0.0","442882","2595","<p style=""font-size:100px"">1 + 1  = ?</p>","2","","","","","","","","","1 + 1 ","2","true","","","","","",""
"","","","","","html-keyboard-response","139","2.0.0","443790","null","<p style=""font-size:100px"">1 + 1  = 2</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","140","2.0.0","445793","null","<p style=""font-size:100px"">Savannah</p>","null","Savannah","control","latino","Female","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","141","2.0.0","448796","null","./images/LF-241.jpg","null","Savannah","","","","","./images/LF-241.jpg","","","","","","","","","","",""
"","","","","","html-keyboard-response","142","2.0.0","453799","null","<p style=""font-size:100px"">Savannah</p>","null","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","143","2.0.0","456875","3075","<p>how would you rate their attractiveness? (Rate between 1-7)<p/>
            <p>1-very unattractive; 7-very attractive<p/>","6","","","","","","","","attractive_rating","","","","","","","","",""
"","","","","","html-keyboard-response","144","2.0.0","459002","2127","<p style=""font-size:100px"">4 - 0 = ?</p>","4","","","","","","","","","4 - 0","4","true","","","","","",""
"","","","","","html-keyboard-response","145","2.0.0","460378","null","<p style=""font-size:100px"">4 - 0 = 4</p><p style=""font-size:100px"">Correct!</p>","null","","","","","","","","","","","","","","","","",""
